,ECOG_RIGHT_0-avgref_Sharpwave_Max_prominence_range_5_80,ECOG_RIGHT_0-avgref_Sharpwave_Mean_interval_range_5_80,ECOG_RIGHT_0-avgref_Sharpwave_Max_sharpness_range_5_80,ECOG_RIGHT_0-avgref_Sharpwave_Max_prominence_range_5_30,ECOG_RIGHT_0-avgref_Sharpwave_Mean_interval_range_5_30,ECOG_RIGHT_0-avgref_Sharpwave_Max_sharpness_range_5_30,ECOG_RIGHT_5-avgref_Sharpwave_Max_prominence_range_5_80,ECOG_RIGHT_5-avgref_Sharpwave_Mean_interval_range_5_80,ECOG_RIGHT_5-avgref_Sharpwave_Max_sharpness_range_5_80,ECOG_RIGHT_5-avgref_Sharpwave_Max_prominence_range_5_30,ECOG_RIGHT_5-avgref_Sharpwave_Mean_interval_range_5_30,ECOG_RIGHT_5-avgref_Sharpwave_Max_sharpness_range_5_30,time,MOV_RIGHT_CLEAN,MOV_LEFT_CLEAN
0,238.8226914762143,34.81481481481481,-3.180916136602375,231.92663033866216,45.625,-0.6618508682617712,152.64068644644883,34.007294429708224,0.8663565938825641,161.90213986731902,56.625,-0.7873957809789527,1000.0,0.0,0.0
1,241.11829876606865,31.620689655172413,-0.5617982443490215,234.30346738161768,43.51309523809523,-0.649907936487649,152.86644707909062,33.98717948717949,0.1474065100199038,167.0484725262765,54.74448529411765,-0.7696692054155481,1100.0,0.0,0.0
2,204.63795469585236,31.626344086021504,-0.4717396099704949,193.07660532952167,43.35714285714286,-1.187485150790927,185.38268660818034,33.214814814814815,0.265526466259864,170.99636111315675,53.147058823529406,-0.7683671040536151,1200.0,0.0,0.0
3,204.59274625344733,30.402217741935484,-0.11367095988812848,193.0324227830502,43.77619047619048,-1.7892808208062863,186.11216493329204,34.04415954415954,0.24178153747095266,171.2346365785865,51.609477124183,-0.765964419006453,1300.0,0.0,0.0
4,204.68519931080172,30.258064516129032,-0.44670056857097507,193.11127999355801,43.5,-1.7913328123430898,186.03199935872559,35.87111111111111,0.24361861824852227,171.13146137732747,50.16666666666667,-0.9713002727265021,1400.0,0.0,0.0
5,204.5939204205329,30.737096774193546,-0.8813215901403346,193.01538029836436,43.05,-1.7805553336047428,186.02549355898023,33.30024813895781,0.46433200812056263,171.02613238158511,48.711988304093566,-0.9640746287973752,1500.0,0.0,0.0
6,217.60725465412685,32.46551724137931,-0.8759742531867438,213.1261626252024,44.04761904761905,-2.197245063337448,186.23324885364562,32.61666666666667,0.8863807358408202,171.26306803755364,48.526315789473685,-0.6458900345098044,1600.0,0.0,0.0
7,217.78762339633982,35.37037037037037,-0.8764473101958714,210.8124070473042,45.73552631578947,-1.703844695363017,186.1708111191612,33.40833333333333,0.8655315135196524,171.25656186262307,47.02777777777778,-1.9625733851146077,1700.0,0.0,0.0
8,217.6679449648235,33.2962962962963,-0.8736024707676755,210.6390049504897,47.15789473684211,-1.6922597842786757,185.84939681481148,32.1884236453202,0.2567521811158535,171.07510064561242,46.05263157894737,-1.6292654340939867,1800.0,0.0,0.0
9,217.4207028263486,32.55726600985221,-0.8735476915532701,210.35799970006596,47.65789473684211,-1.6955336746943175,185.82371922091616,31.923029556650246,0.2605593643008923,171.11382563121154,45.225,-1.656766162121455,1900.0,0.0,0.0
10,217.43032181137852,33.35714285714286,-0.8785092515185084,210.35886279862052,49.58479532163743,-1.697527949626064,183.0429195329573,31.5,-0.32869105792449105,168.3718051621272,47.0,-1.6573480002643697,2000.0,0.0,0.0
11,217.46369940168236,36.97,-3.2699298379355355,210.3762475628861,51.83823529411765,-1.7026674622275024,136.0531266698742,32.134593993325915,-0.3437203169692751,123.51248700726202,46.55,-1.659934780874667,2100.0,0.0,0.0
12,217.73256441677245,37.54,-5.666103436064123,210.68459000314084,53.41176470588235,-1.695410617911584,136.2154435078873,32.924450549450555,-0.34595406201162504,123.70242080995881,46.78947368421053,-1.6596095184271151,2200.0,0.0,0.0
13,217.35956316719844,39.23833333333333,-2.7819298290636905,210.29102617929757,52.588235294117645,-1.6890847326962017,125.39785994858252,33.14148351648352,-6.207347402309438e-05,123.24274201047116,47.046783625730995,-1.6612432347962782,2300.0,0.0,0.0
14,217.43069071815785,37.7,-0.9295317315193259,210.5326816621775,52.11764705882353,-1.6560167550906897,121.9474857272009,31.899425287356323,-0.3613400484044398,123.24286441634783,46.982894736842105,-1.6605908720835645,2400.0,0.0,0.0
15,217.8213646181253,36.51769230769231,-0.932475449646752,205.3919587691257,50.02777777777778,-2.8563352692253705,122.01991340191792,33.92857142857143,-0.39921607149964444,123.31954627765036,46.47105263157895,-1.6177101967611467,2500.0,0.0,0.0
16,202.71155888711124,32.382183908045974,-0.9312707929502544,205.38914879579767,49.80555555555556,-1.9560597023767343,121.50564009119068,30.70967741935484,-0.39382672715138156,122.38011180505796,45.89868421052631,-1.2119823079800431,2600.0,0.0,0.0
17,202.66863094479953,30.274193548387096,-0.9347360780413609,205.36862120459864,48.65350877192982,-1.785372142067715,120.37694451218647,27.882488479262676,0.04118739093598833,114.46073790178747,44.01904761904762,-1.2121425095654206,2700.0,0.0,0.0
18,202.67643514664576,28.093582887700535,-0.9349356600177074,205.22958071892634,47.63157894736842,-1.6711064262777051,120.48966319697607,28.71875,-0.8349957476021963,114.7919955043629,43.45238095238095,-1.2191022553074882,2800.0,0.0,0.0
19,202.30068462066203,24.87873399715505,-0.9285005045734636,204.81092227293453,45.425,-1.4923196687158655,120.12372933348094,29.0,-0.843806672773205,113.48108711675917,41.43181818181818,-1.2155029249490281,2900.0,0.0,0.0
20,190.0803375642099,23.428846153846152,-0.9329653409551355,190.92622220739287,42.54761904761905,-0.6664473052756046,114.53733035470691,27.304761904761904,-0.8665500250583058,109.18299383066127,41.31818181818182,-1.219670104539262,3000.0,0.0,0.0
21,190.32107935229638,22.374458874458874,-0.8310425966767658,191.20580964859985,41.65909090909091,-0.6909438342539049,114.53407957159376,26.13888888888889,0.25548301930617967,109.18556656025247,40.19565217391305,-1.2179929835115515,3100.0,0.0,0.0
22,190.023702715635,19.99534574468085,-1.0382265043635677,191.97356859352658,41.17786561264822,-0.6762709411914987,114.53554226489872,23.99493927125506,-0.06724434313593353,109.26029994880089,39.47727272727273,-1.1097116688489201,3200.0,0.0,0.297096225
